Source Name	characteristics[sample type]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[synthetic molecule]	characteristics[biological replicate]	Assay Name	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[cleavage agent details]	comment[instrument]	comment[label]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]
proteasome_digest_NUP98_NSD1_E11_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA19_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB19_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB19_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB19_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S25_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S25_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S25_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	PPepDi_IS231025_8A_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	PPepDi_IS231025_8A_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	PPepDi_IS231025_8A_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	PPepDi_IS231025_8B_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	PPepDi_IS231025_8B_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	PPepDi_IS231025_8B_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S24_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S24_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S24_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	PPepDi_IS231025_7A_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	PPepDi_IS231025_7A_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	PPepDi_IS231025_7A_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	PPepDi_IS231025_7B_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	PPepDi_IS231025_7B_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	PPepDi_IS231025_7B_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S23_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S23_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S23_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E12_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	01_06_2022_A8028_9_N1_06_05_2022_NUP98_KDM5A_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	01_06_2022_A8028_9_N1_06_05_2022_NUP98_KDM5A_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	01_06_2022_A8028_9_N2_06_05_2022_NUP98_KDM5A_ONLY_AND_PROTEASSOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	01_06_2022_A8028_9_N2_06_05_2022_NUP98_KDM5A_ONLY_AND_PROTEASSOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	01_06_2022_A8028_9_N3_09_05_2022_NUP98_KDM5A_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	01_06_2022_A8028_9_N3_09_05_2022_NUP98_KDM5A_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	01_06_2022_A8028_9_N4_09_05_2022_NUP98_KDM5A_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	01_06_2022_A8028_9_N4_09_05_2022_NUP98_KDM5A_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	01_06_2022_A8028_9_N1_06_05_2022_NUP98_KDM5A_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	01_06_2022_A8028_9_N1_06_05_2022_NUP98_KDM5A_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	01_06_2022_A8028_9_N2_06_05_2022_NUP98_KDM5A_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	01_06_2022_A8028_9_N2_06_05_2022_NUP98_KDM5A_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	01_06_2022_A8028_9_N3_09_05_2022_NUP98_KDM5A_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	01_06_2022_A8028_9_N3_09_05_2022_NUP98_KDM5A_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	01_06_2022_A8028_9_N4_09_05_2022_NUP98_KDM5A_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	01_06_2022_A8028_9_N4_09_05_2022_NUP98_KDM5A_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	09_07_2022_A8028_12_N1_NUP98_KDM5A_MATHIEU_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	09_07_2022_A8028_12_N1_NUP98_KDM5A_MATHIEU_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	09_07_2022_A8028_12_N1_NUP98_KDM5A_MATHIEU_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	09_07_2022_A8028_12_N2_NUP98_KDM5A_MATHIEU_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	09_07_2022_A8028_12_N2_NUP98_KDM5A_MATHIEU_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	09_07_2022_A8028_12_N2_NUP98_KDM5A_MATHIEU_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	09_07_2022_A8028_12_N3_NUP98_KDM5A_MATHIEU_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	09_07_2022_A8028_12_N3_NUP98_KDM5A_MATHIEU_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_Mathieu_E13_24_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	09_07_2022_A8028_12_N3_NUP98_KDM5A_MATHIEU_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	09_07_2022_A8028_12_N4_NUP98_KDM5A_MATHIEU_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	09_07_2022_A8028_12_N4_NUP98_KDM5A_MATHIEU_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	09_07_2022_A8028_12_N4_NUP98_KDM5A_MATHIEU_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	09_07_2022_A8028_12_N1_NUP98_KDM5A_MATHIEU_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	09_07_2022_A8028_12_N1_NUP98_KDM5A_MATHIEU_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	09_07_2022_A8028_12_N1_NUP98_KDM5A_MATHIEU_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	09_07_2022_A8028_12_N2_NUP98_KDM5A_MATHIEU_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	09_07_2022_A8028_12_N2_NUP98_KDM5A_MATHIEU_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	09_07_2022_A8028_12_N2_NUP98_KDM5A_MATHIEU_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	09_07_2022_A8028_12_N3_NUP98_KDM5A_MATHIEU_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	09_07_2022_A8028_12_N3_NUP98_KDM5A_MATHIEU_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	09_07_2022_A8028_12_N3_NUP98_KDM5A_MATHIEU_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	09_07_2022_A8028_12_N4_NUP98_KDM5A_MATHIEU_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	09_07_2022_A8028_12_N4_NUP98_KDM5A_MATHIEU_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	09_07_2022_A8028_12_N4_NUP98_KDM5A_MATHIEU_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-KDM5A_E13_27_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	11_07_2022_A8028_0_N1_NUP98_NSD1_ALEX_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	11_07_2022_A8028_0_N1_NUP98_NSD1_ALEX_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	11_07_2022_A8028_0_N1_NUP98_NSD1_ALEX_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	11_07_2022_A8028_0_N2_NUP98_NSD1_ALEX_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	11_07_2022_A8028_0_N2_NUP98_NSD1_ALEX_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	11_07_2022_A8028_0_N2_NUP98_NSD1_ALEX_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	11_07_2022_A8028_0_N3_NUP98_NSD1_ALEX_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	11_07_2022_A8028_0_N3_NUP98_NSD1_ALEX_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	11_07_2022_A8028_0_N3_NUP98_NSD1_ALEX_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	11_07_2022_A8028_0_N4_NUP98_NSD1_ALEX_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	11_07_2022_A8028_0_N4_NUP98_NSD1_ALEX_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	11_07_2022_A8028_0_N4_NUP98_NSD1_ALEX_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	11_07_2022_A8028_0_N1_NUP98_NSD1_ALEX_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	11_07_2022_A8028_0_N1_NUP98_NSD1_ALEX_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	11_07_2022_A8028_0_N2_NUP98_NSD1_ALEX_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	11_07_2022_A8028_0_N2_NUP98_NSD1_ALEX_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	11_07_2022_A8028_0_N3_NUP98_NSD1_ALEX_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	11_07_2022_A8028_0_N3_NUP98_NSD1_ALEX_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	11_07_2022_A8028_0_N3_NUP98_NSD1_ALEX_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	11_07_2022_A8028_0_N4_NUP98_NSD1_ALEX_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	PPepDi_IS231025_4A_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	PPepDi_IS231025_4A_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	PPepDi_IS231025_4A_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98-NSD1_ALEX_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	PPepDi_IS231025_4B_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
